slug,name,name_hi,browse_section,default_unit,kcal_per_serving,protein_g_per_serving,serving_label,aliases,tags,is_junk,is_home_cooked,sort_priority,portion_ui_type,portion_presets,unit_options,data_source
aloo-matar,Aloo matar,आलू मटर,veg_curry,bowl,205,5.5,1 katori (~180g),aloo matar|potato peas,veg|home_cooked,false,true,70,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
aloo-baingan,Aloo baingan,आलू बैंगन,veg_curry,bowl,170,3.5,1 katori (~180g),aloo baingan|potato brinjal,veg|home_cooked,false,true,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
aloo-methi,Aloo methi,आलू मेथी,veg_curry,bowl,205,5.0,1 katori (~180g),aloo methi|potato fenugreek,veg|home_cooked,false,true,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
aloo-palak,Aloo palak,आलू पालक,veg_curry,bowl,185,5.0,1 katori (~180g),aloo palak|potato spinach,veg|home_cooked,false,true,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
aloo-jeera,Aloo jeera,आलू जीरा,veg_curry,bowl,195,3.5,1 katori (~180g),aloo jeera|jeera aloo,veg|home_cooked,false,true,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
bhindi-masala,Bhindi masala,भिंडी मसाला,veg_curry,bowl,155,3.5,1 katori (~180g),bhindi masala|okra masala|ladies finger,veg|home_cooked,false,true,75,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
bhindi-do-pyaza,Bhindi do pyaza,भिंडी दो प्याज़ा,veg_curry,bowl,175,4.0,1 katori (~180g),bhindi do pyaza,veg|home_cooked,false,true,45,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
baingan-bharta,Baingan bharta,बैंगन भर्ता,veg_curry,bowl,200,4.0,1 katori (~180g),baingan bharta|brinjal mash|smoked eggplant,veg|home_cooked,false,true,65,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
mix-veg,Mix veg sabzi,मिक्स वेज,veg_curry,bowl,175,4.5,1 katori (~180g),mix veg|mixed veg|sabzi,veg|home_cooked,false,true,70,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
veg-jalfrezi,Veg jalfrezi,वेज जलफ्रेज़ी,veg_curry,bowl,185,4.5,1 katori (~180g),veg jalfrezi,veg|restaurant,false,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
veg-kolhapuri,Veg kolhapuri,वेज कोल्हापुरी,veg_curry,bowl,235,6.0,1 katori (~180g),veg kolhapuri,veg|restaurant,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
gobi-matar,Gobi matar,गोभी मटर,veg_curry,bowl,175,4.5,1 katori (~180g),gobi matar|cauliflower peas,veg|home_cooked,false,true,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
gobi-musallam,Gobi musallam,गोभी मुसल्लम,veg_curry,bowl,240,7.0,1 katori (~180g),gobi musallam,veg|restaurant,false,false,25,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
lauki-sabzi,Lauki / Bottle gourd sabzi,लौकी सब्ज़ी,veg_curry,bowl,115,3.0,1 katori (~180g),lauki sabzi|bottle gourd|dudhi,veg|home_cooked|low_cal,false,true,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
tori-sabzi,Tori / Ridge gourd sabzi,तोरी सब्ज़ी,veg_curry,bowl,125,3.5,1 katori (~180g),tori sabzi|ridge gourd|turai,veg|home_cooked|low_cal,false,true,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
karela-sabzi,Karela / Bitter gourd sabzi,करेला सब्ज़ी,veg_curry,bowl,140,3.5,1 katori (~180g),karela sabzi|bitter gourd|bitter melon,veg|home_cooked|low_cal,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
tindora-sabzi,Tindora / Ivy gourd sabzi,तिंडोरा,veg_curry,bowl,130,3.0,1 katori (~180g),tindora|tendli|ivy gourd|kundru,veg|home_cooked|low_cal,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
mushroom-masala,Mushroom masala,मशरूम मसाला,veg_curry,bowl,210,7.0,1 katori (~180g),mushroom masala|kadai mushroom,veg|restaurant|high_protein,false,false,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
mushroom-matar,Mushroom matar,मशरूम मटर,veg_curry,bowl,200,7.0,1 katori (~180g),mushroom matar|mushroom peas,veg|home_cooked|high_protein,false,true,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
kashmiri-dum-aloo,Kashmiri dum aloo,कश्मीरी दम आलू,veg_curry,bowl,265,5.0,1 katori (~180g),kashmiri dum aloo|dum aloo,veg|restaurant,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
punjabi-dum-aloo,Punjabi dum aloo,पंजाबी दम आलू,veg_curry,bowl,285,5.0,1 katori (~180g),punjabi dum aloo,veg|restaurant,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
methi-malai-matar,Methi malai matar,मेथी मलाई मटर,veg_curry,bowl,265,8.5,1 katori (~180g),methi malai matar,veg|restaurant,false,false,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
veg-korma,Veg korma,वेज कोरमा,veg_curry,bowl,290,6.0,1 katori (~180g),veg korma|vegetable korma,veg|restaurant,false,false,50,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
navratan-korma,Navratan korma,नवरतन कोरमा,veg_curry,bowl,310,7.0,1 katori (~180g),navratan korma,veg|restaurant,false,false,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
avial,Avial,अवियल,veg_curry,bowl,210,6.0,1 katori (~180g),avial|aviyal,veg|south_indian|home_cooked,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
kerala-veg-stew,Kerala veg stew,केरल वेज स्टू,veg_curry,bowl,240,4.5,1 katori (~180g),kerala stew|veg stew|ishtu,veg|south_indian|restaurant,false,false,25,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
sarson-ka-saag,Sarson ka saag,सरसों का साग,veg_curry,bowl,235,7.0,1 katori (~180g),sarson ka saag|saag|mustard greens,veg|punjabi|home_cooked,false,true,55,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",ifct_2017
punjabi-kadhi,Punjabi kadhi pakora,पंजाबी कढ़ी,veg_curry,bowl,215,7.0,1 katori (~180g),punjabi kadhi|kadhi pakora,veg|home_cooked,false,true,60,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
gujarati-kadhi,Gujarati kadhi,गुजराती कढ़ी,veg_curry,bowl,170,6.0,1 katori (~180g),gujarati kadhi|sweet kadhi,veg|home_cooked,false,true,40,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
undhiyu,Undhiyu,ઊંધિયું,veg_curry,bowl,275,8.5,1 katori (~180g),undhiyu|undhiyo,veg|gujarati|home_cooked,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
bharwa-baingan,Bharwa baingan,भरवां बैंगन,veg_curry,bowl,235,4.5,1 katori (~180g),bharwa baingan|stuffed brinjal,veg|home_cooked,false,true,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chana-saag,Chana saag,चना साग,veg_curry,bowl,235,9.5,1 katori (~180g),chana saag|chickpea spinach,veg|home_cooked|high_protein,false,true,30,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
chilli-paneer-gravy,Chilli paneer (gravy),चिली पनीर,veg_curry,bowl,345,17.5,1 katori (~180g),chilli paneer gravy|indo chinese paneer,veg|indo_chinese|high_protein,false,false,60,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
tofu-bhurji,Tofu bhurji,टोफू भुर्जी,veg_curry,bowl,200,14.0,1 katori (~180g),tofu bhurji|scrambled tofu,veg|high_protein|home_cooked,false,true,35,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
paneer-bhurji,Paneer bhurji,पनीर भुर्जी,veg_curry,bowl,310,17.0,1 katori (~180g),paneer bhurji|scrambled paneer,veg|high_protein|home_cooked,false,true,65,bowl_scale,"{""default_key"":""regular"",""options"":[{""key"":""small"",""label"":""Small"",""hint"":""½ katori / light"",""multiplier"":0.75},{""key"":""regular"",""label"":""Regular"",""hint"":""1 katori (~180g)"",""multiplier"":1.0},{""key"":""large"",""label"":""Large"",""hint"":""Full bowl / generous"",""multiplier"":1.35}]}","{""bowl"":{""multiplier"":1,""label"":""bowl"",""step"":0.5,""min"":0.5,""max"":4},""gram"":{""multiplier"":0.00556,""label"":""g"",""step"":10,""min"":30,""max"":600}}",mfp_avg
paneer-tikka,Paneer tikka,पनीर टिक्का,veg_starters,piece,60,4.5,1 piece (~25g),paneer tikka|paneer kebab,veg|restaurant|high_protein,false,false,90,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":12},""gram"":{""multiplier"":0.04,""label"":""g"",""step"":10,""min"":10,""max"":300}}",mfp_avg
hara-bhara-kebab,Hara bhara kebab,हरा भरा कबाब,veg_starters,piece,75,2.5,1 kebab (~30g),hara bhara kebab|spinach kebab,veg|restaurant,false,false,50,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":10},""gram"":{""multiplier"":0.03333,""label"":""g"",""step"":10,""min"":10,""max"":300}}",mfp_avg
aloo-tikki,Aloo tikki,आलू टिक्की,veg_starters,piece,90,2.0,1 tikki (~40g),aloo tikki|potato cutlet|tikki,veg|home_cooked|street_food,false,true,75,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.025,""label"":""g"",""step"":10,""min"":10,""max"":320}}",mfp_avg
veg-seekh-kebab,Veg seekh kebab,वेज सीख कबाब,veg_starters,piece,90,3.0,1 kebab (~35g),veg seekh kebab|seekh,veg|restaurant,false,false,35,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":1,""max"":8},""gram"":{""multiplier"":0.02857,""label"":""g"",""step"":10,""min"":10,""max"":280}}",mfp_avg
tandoori-mushroom,Tandoori mushroom,तंदूरी मशरूम,veg_starters,piece,25,1.0,1 piece (~12g),tandoori mushroom,veg|restaurant|low_cal,false,false,40,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
tandoori-broccoli,Tandoori broccoli,तंदूरी ब्रोकोली,veg_starters,piece,22,1.2,1 floret (~12g),tandoori broccoli,veg|restaurant|low_cal,false,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":15}}",mfp_avg
tandoori-aloo,Tandoori aloo,तंदूरी आलू,veg_starters,piece,40,1.0,1 piece (~20g),tandoori aloo|stuffed aloo,veg|restaurant,false,false,30,count,"{""default_key"":""regular"",""options"":[{""key"":""regular"",""label"":""Standard"",""multiplier"":1.0}]}","{""piece"":{""multiplier"":1,""label"":""piece"",""step"":1,""min"":2,""max"":10}}",mfp_avg
